,"smt.arith.nl.grobner=false","-file:{0} smt.arith.nl.grobner=false",,,,,,
"QF_NIA_small\aproveSMT3970517148307051183.smt2",0,0.0429345446584939,0.047,0.282,1,0,0,
"QF_NIA_small\aproveSMT3981927164583947462.smt2",0,0.960589840470193,1.094,1.464,0,1,0,
"QF_NIA_small\aproveSMT4004559194265078508.smt2",0,0.0260458167330677,0.031,0.094,1,0,0,
"QF_NIA_small\aproveSMT4005477226838207398.smt2",0,0.108057851239669,0.125,0.46,1,0,0,
"QF_NIA_small\aproveSMT4015411381612320072.smt2",0,1.82990970654628,1.938,2.233,1,0,0,
"QF_NIA_small\aproveSMT405002793410787217.smt2",0,0.0581369497554469,0.063,0.108,1,0,0,
"QF_NIA_small\aproveSMT4068876412031045354.smt2",0,0.111986105824134,0.141,0.476,1,0,0,
"QF_NIA_small\aproveSMT4159349101604568985.smt2",0,0.456047322775264,0.578,0.72,0,1,0,
"QF_NIA_small\aproveSMT4163246385735196737.smt2",0,0.113449023861171,0.125,0.191,1,0,0,
"QF_NIA_small\aproveSMT4177797293206130085.smt2",0,0.126695736434109,0.141,0.302,0,1,0,
"QF_NIA_small\aproveSMT4293993713008672806.smt2",0,11.7652320034692,12.969,13.506,1,0,0,
"QF_NIA_small\aproveSMT4380061691498964684.smt2",0,3.56565080399826,3.922,4.217,1,0,0,
"QF_NIA_small\aproveSMT4408268044216253595.smt2",0,0.581973293768546,0.656,1.109,1,0,0,
"QF_NIA_small\aproveSMT4439607947222714793.smt2",0,0.0712456408020924,0.078,0.24,1,0,0,
"QF_NIA_small\aproveSMT4504963179470263546.smt2",0,0.364544609665428,0.375,0.583,0,1,0,
"QF_NIA_small\aproveSMT4525776783561378911.smt2",0,0.0539397689768977,0.063,0.152,1,0,0,
"QF_NIA_small\aproveSMT4553505495713257009.smt2",0,0.0564063848144953,0.063,0.146,1,0,0,
"QF_NIA_small\aproveSMT4589478066325636629.smt2",0,0.443539268092105,0.516,1.117,1,0,0,
"QF_NIA_small\aproveSMT4606013414596055049.smt2",0,0.0961397058823529,0.109,0.487,1,0,0,
"QF_NIA_small\aproveSMT4610599926347927445.smt2",0,0.0570462478184991,0.063,0.413,1,0,0,
"QF_NIA_small\aproveSMT4626738710431749334.smt2",0,0.143537924151697,0.172,0.532,0,1,0,
"QF_NIA_small\aproveSMT4726660327701427.smt2",0,0.0646636993076162,0.063,0.099,1,0,0,
"QF_NIA_small\aproveSMT4764278413219307912.smt2",0,0.0425618489583333,0.047,0.185,1,0,0,
"QF_NIA_small\aproveSMT4776473963623431246.smt2",0,17.5116853932584,18.625,19.411,0,1,0,
"QF_NIA_small\aproveSMT4786517774271864296.smt2",0,5.28039155391554,6.156,6.449,0,1,0,
"QF_NIA_small\aproveSMT4790304217385820014.smt2",0,0.594858962693357,0.625,0.921,1,0,0,
"QF_NIA_small\aproveSMT4812740542900327077.smt2",0,0.0706909602076124,0.078,0.406,1,0,0,
"QF_NIA_small\aproveSMT4817399800518468578.smt2",0,0.410991198658843,0.469,0.741,1,0,0,
"QF_NIA_small\aproveSMT4830702979511545177.smt2",0,0.0891477272727273,0.094,0.193,1,0,0,
"QF_NIA_small\aproveSMT4843513687534854491.smt2",0,0.563092161929371,0.625,0.914,1,0,0,
"QF_NIA_small\aproveSMT4894552965501289252.smt2",0,0.0938140631406314,0.109,0.184,1,0,0,
"QF_NIA_small\aproveSMT4940364873027923219.smt2",0,0.0460603569751057,0.047,0.083,1,0,0,
"QF_NIA_small\aproveSMT5038173880269306850.smt2",0,0.145861222668452,0.156,0.273,1,0,0,
"QF_NIA_small\aproveSMT5046440760903487310.smt2",0,0.0425618489583333,0.047,0.188,1,0,0,
"QF_NIA_small\aproveSMT5056627952338669338.smt2",0,0.554260279779568,0.625,0.741,1,0,0,
"QF_NIA_small\aproveSMT5205173846890464046.smt2",0,0.0272055763628797,0.031,0.112,1,0,0,
"QF_NIA_small\aproveSMT5210438168892578988.smt2",0,0.190677083333333,0.219,0.28,1,0,0,
"QF_NIA_small\aproveSMT5219933089216354552.smt2",0,0.283678500986193,0.344,0.613,1,0,0,
"QF_NIA_small\aproveSMT522772885303483707.smt2",0,0.256624141315015,0.25,1.466,0,1,0,
"QF_NIA_small\aproveSMT5236930360453082734.smt2",0,0.0601702715140359,0.063,0.123,1,0,0,
"QF_NIA_small\aproveSMT525791599825112152.smt2",0,0.347739361702128,0.375,0.629,0,1,0,
"QF_NIA_small\aproveSMT5335778151184305698.smt2",0,1.36400894187779,1.75,2.152,1,0,0,
"QF_NIA_small\aproveSMT5348320449423401087.smt2",0,0.0389600715137068,0.047,0.19,1,0,0,
"QF_NIA_small\aproveSMT5476436532372645500.smt2",0,0.285283647220946,0.297,0.603,1,0,0,
"QF_NIA_small\aproveSMT5493191018463992513.smt2",0,0.290351799906498,0.297,0.416,0,1,0,
"QF_NIA_small\aproveSMT5521985939949569030.smt2",0,4.03479715148899,4.469,4.752,1,0,0,
"QF_NIA_small\aproveSMT5541044923638316164.smt2",0,0.0583966056275123,0.063,0.154,1,0,0,
"QF_NIA_small\aproveSMT5555859573725551605.smt2",0,0.76611328125,0.891,1.195,1,0,0,
"QF_NIA_small\aproveSMT5598217329789101375.smt2",0,0.60210294719607,0.703,1.536,1,0,0,
"QF_NIA_small\aproveSMT5606410117877393489.smt2",0,0.153790633019675,0.172,0.244,1,0,0,
"QF_NIA_small\aproveSMT5625725354797588883.smt2",0,0.371448863636364,0.422,0.577,1,0,0,
"QF_NIA_small\aproveSMT5697460246608014240.smt2",0,0.107575223319229,0.109,0.179,1,0,0,
"QF_NIA_small\aproveSMT5775190440758349853.smt2",0,0.0384408075264602,0.047,0.115,1,0,0,
"QF_NIA_small\aproveSMT578728211229400351.smt2",0,484.866841069208,559.266,581.604,0,1,0,
"QF_NIA_small\aproveSMT5829491630698138486.smt2",0,0.0999617737003058,0.109,0.189,1,0,0,
"QF_NIA_small\aproveSMT5858552346124402853.smt2",0,37.0600762527233,40.656,42.368,0,1,0,
"QF_NIA_small\aproveSMT5913022081957613825.smt2",0,25.0137202380952,25.109,26.173,0,1,0,
"QF_NIA_small\aproveSMT5989587704234446991.smt2",0,2.0744283714419,2.125,2.399,1,0,0,
"QF_NIA_small\aproveSMT5992389869070970435.smt2",0,9.97623614663256,11.188,11.6,0,1,0,
"QF_NIA_small\aproveSMT6007639960281434719.smt2",0,0.962194237147595,1.109,1.402,1,0,0,
"QF_NIA_small\aproveSMT6023062156836720896.smt2",0,15.8573288690476,17.828,18.71,1,0,0,
"QF_NIA_small\aproveSMT6030602863271290399.smt2",0,826.869270098731,840.703,874.357,0,1,0,
"QF_NIA_small\aproveSMT6033388866962201290.smt2",0,4.99352502194908,5.438,5.945,1,0,0,
"QF_NIA_small\aproveSMT6054561478528727566.smt2",0,0.137284754304914,0.156,0.291,0,1,0,
"QF_NIA_small\aproveSMT6071606564644554507.smt2",0,1.7375,2.172,2.609,1,0,0,
"QF_NIA_small\aproveSMT6116422603960968616.smt2",0,6.25844384583506,7.219,7.488,1,0,0,
"QF_NIA_small\aproveSMT6155317075733447430.smt2",0,0.074492935278031,0.078,0.175,1,0,0,
"QF_NIA_small\aproveSMT6201299735749963496.smt2",0,0.567357001972386,0.688,0.978,1,0,0,
"QF_NIA_small\aproveSMT6242888656932764676.smt2",0,0.0481406480117822,0.047,0.105,1,0,0,
"QF_NIA_small\aproveSMT6285895805497343865.smt2",0,1.02837078651685,1.094,1.382,0,1,0,
"QF_NIA_small\aproveSMT629665582926508878.smt2",0,0.864530856423174,0.984,1.146,1,0,0,
"QF_NIA_small\aproveSMT6301725928280158574.smt2",0,1.02744723843736,1.094,1.401,1,0,0,
"QF_NIA_small\aproveSMT6405258831427788557.smt2",0,0.324757019438445,0.359,0.697,1,0,0,
"QF_NIA_small\aproveSMT6456513912671766647.smt2",0,1.81501189846641,1.641,1.761,0,1,0,
"QF_NIA_small\aproveSMT6461796824751951221.smt2",0,4.70426297426952,5.156,5.576,0,1,0,
"QF_NIA_small\aproveSMT6500048596873196244.smt2",0,0.677191235059761,0.813,1.63,1,0,0,
"QF_NIA_small\aproveSMT6549179037310304786.smt2",0,0.0900482093663912,0.094,0.223,1,0,0,
"QF_NIA_small\aproveSMT655469581631834278.smt2",0,0.0365495713753261,0.047,0.498,1,0,0,
"QF_NIA_small\aproveSMT6658278851923446624.smt2",0,0.147060327198364,0.172,0.391,1,0,0,
"QF_NIA_small\aproveSMT6674842082078899004.smt2",0,38.8832827349525,35.203,36.61,1,0,0,
"QF_NIA_small\aproveSMT6744625072979146355.smt2",0,1.4066702528241,1.25,1.614,1,0,0,
"QF_NIA_small\aproveSMT6753330551938377858.smt2",0,0.0345168954593453,0.031,0.219,1,0,0,
"QF_NIA_small\aproveSMT6771738228131904044.smt2",0,15.5877948658649,16.109,16.901,0,1,0,
"QF_NIA_small\aproveSMT6871796204961549893.smt2",0,0.0724778270509978,0.078,1.08,1,0,0,
"QF_NIA_small\aproveSMT691472806777450769.smt2",0,0.0396532551556814,0.047,0.226,1,0,0,
"QF_NIA_small\aproveSMT7048666801337573956.smt2",0,4.96041237113402,5.75,6.045,1,0,0,
"QF_NIA_small\aproveSMT7070426067875134896.smt2",0,21.3291301969366,23.297,24.283,0,1,0,
"QF_NIA_small\aproveSMT7081278616493440418.smt2",0,0.0562607573149742,0.063,0.125,1,0,0,
"QF_NIA_small\aproveSMT7141115503836990123.smt2",0,0.0564063848144953,0.063,0.17,1,0,0,
"QF_NIA_small\aproveSMT7144269790757830415.smt2",0,3.3417633161512,3.719,4.006,1,0,0,
"QF_NIA_small\aproveSMT7145338241152838632.smt2",0,4.65779598308668,5.266,5.659,1,0,0,
"QF_NIA_small\aproveSMT7201733644041072759.smt2",,937.275985663082,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7278800282732675654.smt2",0,5.8045838682071,6.484,6.966,1,0,0,
"QF_NIA_small\aproveSMT7315824316795347455.smt2",0,0.851976542137272,0.938,1.235,1,0,0,
"QF_NIA_small\aproveSMT7334875128895402176.smt2",0,0.0576245041868664,0.063,0.182,1,0,0,
"QF_NIA_small\aproveSMT7377887083439038055.smt2",0,0.0302521980564553,0.031,0.069,1,0,0,
"QF_NIA_small\aproveSMT7425096829426664326.smt2",0,3.25823954983923,3.391,3.664,1,0,0,
"QF_NIA_small\aproveSMT743198230882528455.smt2",0,0.0423230470435908,0.047,0.132,1,0,0,
"QF_NIA_small\aproveSMT7440630011441673394.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7608975121595496463.smt2",0,0.0425065019505852,0.047,0.119,1,0,0,
"QF_NIA_small\aproveSMT7610852511450248253.smt2",0,0.41640127388535,0.469,0.739,1,0,0,
"QF_NIA_small\aproveSMT778144120697107907.smt2",0,0.106128246753247,0.109,0.413,1,0,0,
"QF_NIA_small\aproveSMT7823144654332746343.smt2",0,0.32453832406672,0.391,0.654,0,1,0,
"QF_NIA_small\aproveSMT7861215804091976133.smt2",0,0.927811135371179,1.016,1.339,0,1,0,
"QF_NIA_small\aproveSMT7917963829768768087.smt2",0,8.6867766823832,9.688,10.098,0,1,0,
"QF_NIA_small\aproveSMT8012602079643276968.smt2",0,0.0715262582056893,0.078,0.181,1,0,0,
"QF_NIA_small\aproveSMT8038578912200818680.smt2",0,0.0381566147859922,0.047,0.176,1,0,0,
"QF_NIA_small\aproveSMT8056030040600901039.smt2",0,1.45758830022075,1.578,1.717,1,0,0,
"QF_NIA_small\aproveSMT8120783453179243473.smt2",0,0.236261692176871,0.266,0.429,0,1,0,
"QF_NIA_small\aproveSMT8137047330849691949.smt2",0,2.57336355594869,2.781,3.306,0,1,0,
"QF_NIA_small\aproveSMT8204649684904954337.smt2",0,0.041924967935015,0.047,0.088,1,0,0,
"QF_NIA_small\aproveSMT8205772230016192248.smt2",0,4.34927234927235,5,5.366,0,1,0,
"QF_NIA_small\aproveSMT8213728202959413718.smt2",0,2.04212350020687,2.359,3.362,1,0,0,
"QF_NIA_small\aproveSMT8264792885821091201.smt2",0,2.71607585779248,3.141,3.37,1,0,0,
"QF_NIA_small\aproveSMT8282187318664889653.smt2",0,0.135801828001662,0.156,0.512,1,0,0,
"QF_NIA_small\aproveSMT82980353335522103.smt2",0,4.31043956043956,4.875,5.15,1,0,0,
"QF_NIA_small\aproveSMT8328864454385468275.smt2",0,2.40158359809372,2.891,3.163,1,0,0,
"QF_NIA_small\aproveSMT8349063162874178644.smt2",0,0.923712397447585,0.969,1.283,1,0,0,
"QF_NIA_small\aproveSMT8366476055690990863.smt2",0,0.258626373626374,0.281,0.582,0,1,0,
"QF_NIA_small\aproveSMT8377786446909921993.smt2",0,2.62556440114068,2.641,3.702,0,1,0,
"QF_NIA_small\aproveSMT8384181922198476260.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8423039779088334472.smt2",0,1.59793096054888,1.781,1.948,0,1,0,
"QF_NIA_small\aproveSMT8524404391338204488.smt2",0,0.0845366379310344,0.094,0.471,1,0,0,
"QF_NIA_small\aproveSMT8573084889555001775.smt2",0,7.61918780193237,9.047,9.424,0,1,0,
"QF_NIA_small\aproveSMT8666199152065483741.smt2",0,0.177168021680217,0.156,0.181,0,1,0,
"QF_NIA_small\aproveSMT8677323562739420602.smt2",0,0.0422137322427895,0.047,0.284,1,0,0,
"QF_NIA_small\aproveSMT8739079467798956217.smt2",0,0.484060057589469,0.563,0.848,0,1,0,
"QF_NIA_small\aproveSMT8739447481320129819.smt2",0,0.127885367762128,0.156,0.273,1,0,0,
"QF_NIA_small\aproveSMT8797788573757816721.smt2",0,0.0820950188363332,0.094,0.206,1,0,0,
"QF_NIA_small\aproveSMT8801446599485295192.smt2",0,1.26477858985383,1.406,1.68,1,0,0,
"QF_NIA_small\aproveSMT880649614033826505.smt2",0,1.19065014824227,1.344,1.909,1,0,0,
"QF_NIA_small\aproveSMT8813034472200507181.smt2",0,0.0751436781609195,0.078,0.225,1,0,0,
"QF_NIA_small\aproveSMT8866413736567330792.smt2",0,0.0528710068742418,0.063,0.558,1,0,0,
"QF_NIA_small\aproveSMT8878736820157791946.smt2",0,0.109140233722872,0.125,0.215,1,0,0,
"QF_NIA_small\aproveSMT901847787721299507.smt2",0,0.0414115287162162,0.047,0.12,1,0,0,
"QF_NIA_small\aproveSMT902782301342505505.smt2",0,0.4578081232493,0.469,0.813,1,0,0,
"QF_NIA_small\aproveSMT9030607454323718032.smt2",0,4.88837559088956,5.438,5.625,1,0,0,
"QF_NIA_small\aproveSMT9054136929086877877.smt2",0,9.01884169427355,9.109,9.523,1,0,0,
"QF_NIA_small\aproveSMT9073350781778038452.smt2",0,1.04082401032702,1.156,1.53,0,1,0,
"QF_NIA_small\aproveSMT9118077011737449494.smt2",0,2.94117803837953,3.297,3.518,1,0,0,
"QF_NIA_small\aproveSMT9169917326916030775.smt2",0,0.205880571705427,0.203,0.548,0,1,0,
"QF_NIA_small\aproveSMT9190658207098859112.smt2",0,7.83872901678657,9.375,10.069,1,0,0,
"QF_NIA_small\aproveSMT9210831631031619938.smt2",0,16.9675572519084,19.125,20.133,1,0,0,
"QF_NIA_small\aproveSMT944940066259205664.smt2",0,0.0664380081300813,0.078,0.439,1,0,0,
"QF_NIA_small\aproveSMT955385929993658388.smt2",0,0.154717082616179,0.172,0.454,0,1,0,
"QF_NIA_small\aproveSMT993796237976442048.smt2",0,3.26201030927835,3.781,4.085,0,1,0,
"QF_NIA_small\b.04_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.02249875868918,0.984,1.176,0,1,0,
"QF_NIA_small\b.07-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,0.956910267288927,1.078,1.397,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",,869.492934330839,1000,1000,0,0,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.19173177083333,1.313,1.525,0,1,0,
"QF_NIA_small\flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2",0,1.63978939895883,1.656,1.968,0,1,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__p27480_terminationG_0.smt2",,830.488289003573,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__terminationS_8_0.smt2",0,8.14752979145978,7.844,8.177,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduce2.jar-obl-9__terminationS_1_0.smt2",0,1.30281571876399,1.391,1.574,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__term_unfeasibility_1_0.smt2",0,0.315489928661351,0.359,0.558,0,1,0,
"QF_NIA_small\From_AProVE_2014__alternDivWidening_rec.jar-obl-8__p27568_terminationG_0.smt2",0,2.26976448474126,2.453,2.651,1,0,0,
"QF_NIA_small\From_AProVE_2014__alternKonv_rec.jar-obl-8__p27639_edge_closing_0.smt2",0,5.06839887640449,5.391,5.745,0,1,0,
"QF_NIA_small\From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27675_terminationG_0.smt2",0,0.541568047337278,0.656,0.862,1,0,0,
"QF_NIA_small\From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2",0,156.99741307947,181.313,188.521,0,1,0,
"QF_NIA_small\From_AProVE_2014__Choose.jar-obl-8__p27802_terminationG_0.smt2",0,0.178620218579235,0.25,0.452,0,1,0,
"QF_NIA_small\From_AProVE_2014__ChooseLife.jar-obl-8__p27825_terminationG_0.smt2",,836.131095123901,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__complxStruc_rec.jar-obl-8__terminationS_0_0.smt2",0,105.295042173401,128.297,133.403,0,1,0,
"QF_NIA_small\From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2",0,3.6093295973433,4.156,5.527,0,1,0,
"QF_NIA_small\From_AProVE_2014__ConvertRec.jar-obl-9__p28041_edge_closing_0.smt2",0,2.4212962962963,2.688,2.892,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10__p28177_edge_closing_0.smt2",0,1.21276189436927,1.328,1.524,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__p28122_terminationG_0.smt2",,857.377049180328,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__terminationS_9_0.smt2",0,7.50297747942832,8.281,8.675,0,1,0,
"QF_NIA_small\From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0.smt2",0,72.5025692582663,77.563,80.79,1,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28249_terminationG_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28267_terminationG_0.smt2",,848.68154158215,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28283_terminationG_0.smt2",,850.060950832995,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28299_terminationG_0.smt2",,829.829432764776,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28317_terminationG_0.smt2",,972.118959107807,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28333_terminationG_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28349_terminationG_0.smt2",,839.486356340289,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28367_terminationG_0.smt2",0,5.93838312474768,7.031,7.377,0,1,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2",,942.767012167643,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28410_terminationG_0.smt2",0,0.884181231793591,1.016,1.203,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__p28453_terminationG_0.smt2",0,28.9609120521173,34,35.368,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_12_0.smt2",0,2.0971059972106,2.156,2.33,0,1,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_4_0.smt2",0,6.16099476439791,6.75,7.009,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28485_terminationG_0.smt2",0,33.2805927835052,38.578,40.142,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28519_terminationG_0.smt2",0,3.14069587628866,3.641,3.84,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28547_terminationG_0.smt2",,951.341518872215,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28566_edge_closing_0.smt2",0,497.472344645218,539.563,561.386,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__p28667_terminationG_0.smt2",0,2.09688388144539,2.469,2.693,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_14_0.smt2",0,6.4296812148029,7.641,7.951,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_23_0.smt2",0,6.54632650765076,6.953,7.243,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28622_terminationG_0.smt2",0,202.306013632366,219.906,228.68,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28634_edge_closing_0.smt2",0,2.53426764159703,2.609,2.795,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28644_edge_closing_0.smt2",,915.936952714536,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__p28689_terminationG_0.smt2",0,204.437897366031,215.188,223.492,1,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_10_0.smt2",0,29.0948453050627,32.141,33.372,0,1,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_4_0.smt2",0,16.0529359430605,17.25,17.881,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et1-rec.jar-obl-8__p28758_terminationG_0.smt2",,845.252525252525,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Et3.jar-obl-9__p28807_terminationG_0.smt2",0,15.0319666257166,17.547,18.303,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et3-rec.jar-obl-8__p28848_terminationG_0.smt2",0,1.1608380251191,1.281,1.466,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28888_terminationG_0.smt2",0,5.25385534317984,5.781,6.046,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28936_terminationG_0.smt2",0,71.7224884161752,81.391,84.725,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4-rec.jar-obl-8__p28955_terminationG_0.smt2",0,2.75868131868132,3,3.163,1,0,0,
"QF_NIA_small\From_AProVE_2014__even_rec.jar-obl-8__p29058_terminationG_0.smt2",0,0.175268096514745,0.188,0.293,0,1,0,
"QF_NIA_small\From_AProVE_2014__EvenOdd.jar-obl-8__p29030_terminationG_0.smt2",0,0.13034448382809,0.141,0.253,0,1,0,
"QF_NIA_small\From_AProVE_2014__ex01_rec.jar-obl-8__p29091_terminationG_0.smt2",,887.568943572338,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29168_terminationG_0.smt2",,830.818109610802,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29187_terminationG_0.smt2",,928.539724811363,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__p29227_terminationG_0.smt2",0,44.7676630434783,49.219,51.216,1,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__terminationS_4_0.smt2",0,35.8525898520085,40.531,42.204,0,1,0,
"QF_NIA_small\From_AProVE_2014__Exc2.jar-obl-8__p29261_edge_closing_0.smt2",0,1.33840755593077,1.516,1.716,1,0,0,
"QF_NIA_small\From_AProVE_2014__FibSLR.jar-obl-8__p29342_terminationG_0.smt2",0,2.13528364440079,2.078,2.275,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29372_safety_0.smt2",0,3.88886655948553,4.047,4.266,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29393_safety_0.smt2",0,1.69336518046709,1.906,2.112,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29425_safety_0.smt2",0,1.9164872898729,2.234,2.437,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29448_safety_0.smt2",0,33.5005533305228,37.984,39.615,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29475_terminationG_0.smt2",,996.665078608861,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTree.jar-obl-9__p29513_terminationG_0.smt2",0,51.5071657698676,59.484,62.604,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29555_safety_0.smt2",0,2.22678341902314,2.484,2.702,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29573_safety_0.smt2",0,6.43508485639687,5.891,6.126,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2",,876.413908671973,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeRec.jar-obl-9__p29631_edge_closing_0.smt2",,854.226214781543,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__flip_rec.jar-obl-8__p29677_terminationG_0.smt2",,852.833265389319,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29751_terminationG_0.smt2",,771.955719557196,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29767_edge_closing_0.smt2",0,0.977649544863459,1.078,1.309,1,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29778_edge_closing_0.smt2",0,824.324436423506,777.828,809.438,1,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__terminationQ_2_0.smt2",0,146.484413835957,169.031,175.725,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p4408_safety_0.smt2",0,0.0757239382239382,0.094,0.2,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p4423_safety_0.smt2",0,0.373315440840566,0.391,0.588,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p4452_safety_0.smt2",0,1.16309496303142,1.203,1.398,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p4467_safety_0.smt2",0,3.80839518668466,4.047,4.253,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p4490_safety_0.smt2",0,7.1389608371322,8.234,8.609,1,0,0,
